state,segment,profile,lon,lat,x,z,x_err,z_err,beach_width,slope,feature_type
1,41,1273,-95.0159,29.1548,-323.7255,0.37,0.009,999,999,999,SL
1,41,1274,999,999,999,999,999,999,999,999,DC
1,41,1274,999,999,999,999,999,999,999,999,DT
1,41,1274,-95.0158,29.1549,-323.1772,0.37,0.0113,999,999,999,SL
1,41,1275,999,999,999,999,999,999,999,999,DC
1,41,1275,999,999,999,999,999,999,999,999,DT
1,41,1275,-95.0157,29.1549,-322.7505,0.37,0.018,999,999,999,SL
1,41,1276,999,999,999,999,999,999,999,999,DC
1,41,1276,999,999,999,999,999,999,999,999,DT
1,41,1276,-95.0156,29.155,-322.7078,0.37,0.014,999,999,999,SL
1,41,1277,-95.0159,29.1555,-390.0228,3.0063,999,0.2626,999,999,DC
1,41,1277,-95.0159,29.1555,-381.2728,1.805,999,0.2644,999,999,DT
1,41,1277,-95.0155,29.155,-322.9797,0.37,0.0059,999,58.2931,0.0246,SL
1,41,1278,999,999,999,999,999,999,999,999,DC
1,41,1278,999,999,999,999,999,999,999,999,DT
1,41,1278,-95.0155,29.1551,-323.5506,0.37,0.0037,999,999,999,SL
1,41,1279,999,999,999,999,999,999,999,999,DC
1,41,1279,999,999,999,999,999,999,999,999,DT
1,41,1279,-95.0154,29.1552,-324.5513,0.37,0.0326,999,999,999,SL
1,41,1280,-95.0158,29.1558,-400.0228,3.7508,999,0.4575,999,999,DC
1,41,1280,-95.0156,29.1556,-381.2728,1.9509,999,0.29,999,999,DT
1,41,1280,-95.0153,29.1552,-325.5521,0.37,0.0293,999,55.7207,0.0284,SL
1,41,1281,-95.0157,29.1558,-397.5228,3.636,999,0.2465,999,999,DC
1,41,1281,-95.0155,29.1557,-378.7728,1.7408,999,0.1988,999,999,DT
1,41,1281,-95.0152,29.1553,-326.2241,0.37,0.0273,999,52.5487,0.0261,SL
1,41,1282,-95.0156,29.1558,-395.0228,3.8992,999,0.3057,999,999,DC
1,41,1282,-95.0155,29.1557,-378.7728,1.9796,999,0.3638,999,999,DT
1,41,1282,-95.0151,29.1553,-326.0867,0.37,0.0188,999,52.6861,0.0306,SL
1,41,1283,999,999,999,999,999,999,999,999,DC
1,41,1283,999,999,999,999,999,999,999,999,DT
1,41,1283,-95.0151,29.1554,-324.7008,0.37,0.0272,999,999,999,SL
1,41,1284,-95.0154,29.156,-397.5228,3.9371,999,0.3412,999,999,DC
1,41,1284,-95.0153,29.1558,-381.2728,2.0888,999,0.3693,999,999,DT
1,41,1284,-95.015,29.1554,-322.3048,0.37,0.0078,999,58.968,0.0291,SL
1,41,1285,-95.0153,29.156,-397.5228,3.9942,999,0.4013,999,999,DC
1,41,1285,-95.0152,29.1559,-378.7728,1.7979,999,0.3225,999,999,DT
1,41,1285,-95.0149,29.1554,-320.8202,0.37,0.0093,999,57.9526,0.0246,SL
1,41,1286,-95.0152,29.1561,-397.5228,3.8188,999,0.4824,999,999,DC
1,41,1286,-95.0151,29.1559,-378.7728,1.8782,999,0.2216,999,999,DT
1,41,1286,-95.0148,29.1555,-320.9524,0.37,0.0067,999,57.8204,0.0261,SL
1,41,1287,-95.0152,29.1561,-397.5228,3.7285,999,0.3244,999,999,DC
1,41,1287,-95.015,29.156,-376.2728,1.6932,999,0.2519,999,999,DT
1,41,1287,-95.0147,29.1556,-321.7007,0.37,0.0148,999,54.5721,0.0242,SL
1,41,1288,999,999,999,999,999,999,999,999,DC
1,41,1288,999,999,999,999,999,999,999,999,DT
1,41,1288,-95.0146,29.1556,-321.8842,0.37,0.0103,999,999,999,SL
1,41,1289,999,999,999,999,999,999,999,999,DC
1,41,1289,999,999,999,999,999,999,999,999,DT
1,41,1289,-95.0145,29.1557,-321.5846,0.37,0.0149,999,999,999,SL
1,41,1290,999,999,999,999,999,999,999,999,DC
1,41,1290,999,999,999,999,999,999,999,999,DT
1,41,1290,-95.0144,29.1557,-321.2116,0.37,0.0021,999,999,999,SL
1,41,1291,-95.0148,29.1563,-392.5228,3.9134,999,0.3203,999,999,DC
1,41,1291,-95.0147,29.1561,-371.2728,1.3919,999,0.1141,999,999,DT
1,41,1291,-95.0144,29.1558,-321.1176,0.37,0.01,999,50.1552,0.0204,SL
1,41,1292,999,999,999,999,999,999,999,999,DC
1,41,1292,999,999,999,999,999,999,999,999,DT
1,41,1292,-95.0143,29.1558,-320.6305,0.37,0.0102,999,999,999,SL
1,41,1293,-95.0146,29.1564,-395.0228,3.5812,999,0.2991,999,999,DC
1,41,1293,-95.0145,29.1563,-373.7728,1.5042,999,0.2213,999,999,DT
1,41,1293,-95.0142,29.1559,-318.9049,0.37,0.0047,999,54.8679,0.0207,SL
1,41,1294,-95.0146,29.1565,-395.0228,3.5536,999,0.4304,999,999,DC
1,41,1294,-95.0144,29.1563,-376.2728,1.6682,999,0.2514,999,999,DT
1,41,1294,-95.0141,29.1559,-317.7398,0.37,0.0008,999,58.533,0.0222,SL
1,41,1295,999,999,999,999,999,999,999,999,DC
1,41,1295,999,999,999,999,999,999,999,999,DT
1,41,1295,-95.014,29.1559,-317.2975,0.37,0.0166,999,999,999,SL
1,41,1296,999,999,999,999,999,999,999,999,DC
1,41,1296,999,999,999,999,999,999,999,999,DT
1,41,1296,-95.0139,29.156,-317.1616,0.37,0.0144,999,999,999,SL
1,41,1297,999,999,999,999,999,999,999,999,DC
1,41,1297,999,999,999,999,999,999,999,999,DT
1,41,1297,-95.0138,29.156,-317.0499,0.37,0.0048,999,999,999,SL
1,41,1298,-95.0142,29.1567,-392.5228,3.921,999,0.2571,999,999,DC
1,41,1298,-95.0141,29.1565,-371.2728,1.4235,999,0.2278,999,999,DT
1,41,1298,-95.0138,29.1561,-316.8992,0.37,0.0069,999,54.3736,0.0194,SL
1,41,1299,999,999,999,999,999,999,999,999,DC
1,41,1299,999,999,999,999,999,999,999,999,DT
1,41,1299,-95.0137,29.1562,-316.8361,0.37,0.0107,999,999,999,SL
1,41,1300,999,999,999,999,999,999,999,999,DC
1,41,1300,999,999,999,999,999,999,999,999,DT
1,41,1300,-95.0136,29.1562,-317.323,0.37,0.0198,999,999,999,SL
1,41,1301,999,999,999,999,999,999,999,999,DC
1,41,1301,999,999,999,999,999,999,999,999,DT
1,41,1301,-95.0135,29.1563,-318.5377,0.37,0.0257,999,999,999,SL
1,41,1302,999,999,999,999,999,999,999,999,DC
1,41,1302,999,999,999,999,999,999,999,999,DT
1,41,1302,-95.0134,29.1563,-319.355,0.37,0.0106,999,999,999,SL
1,41,1303,999,999,999,999,999,999,999,999,DC
1,41,1303,999,999,999,999,999,999,999,999,DT
1,41,1303,-95.0134,29.1564,-319.2662,0.37,0.0034,999,999,999,SL
1,41,1304,-95.0137,29.157,-392.5228,4.1265,999,0.4487,999,999,DC
1,41,1304,-95.0136,29.1568,-373.7728,1.6967,999,0.2058,999,999,DT
1,41,1304,-95.0133,29.1564,-318.3573,0.37,0.0201,999,55.4155,0.0239,SL
1,41,1305,-95.0136,29.157,-392.5228,4.3604,999,0.4765,999,999,DC
1,41,1305,-95.0135,29.1569,-371.2728,1.6181,999,0.3863,999,999,DT
1,41,1305,-95.0132,29.1565,-316.9379,0.37,0.0034,999,54.3349,0.023,SL
1,41,1306,999,999,999,999,999,999,999,999,DC
1,41,1306,999,999,999,999,999,999,999,999,DT
1,41,1306,-95.0131,29.1565,-315.4454,0.37,0.0109,999,999,999,SL
1,41,1307,999,999,999,999,999,999,999,999,DC
1,41,1307,999,999,999,999,999,999,999,999,DT
1,41,1307,-95.013,29.1566,-314.6669,0.37,0.007,999,999,999,SL
1,41,1308,-95.0134,29.1572,-390.0228,3.3644,999,0.346,999,999,DC
1,41,1308,-95.0132,29.157,-371.2728,1.7564,999,0.203,999,999,DT
1,41,1308,-95.0129,29.1566,-315.0637,0.37,0.0049,999,56.2091,0.0247,SL
1,41,1309,-95.0133,29.1572,-387.5228,3.4488,999,0.2254,999,999,DC
1,41,1309,-95.0132,29.1571,-368.7728,1.6,999,0.184,999,999,DT
1,41,1309,-95.0128,29.1567,-315.6457,0.37,0.013,999,53.1271,0.0232,SL
1,41,1310,-95.0132,29.1573,-387.5228,3.6447,999,0.2685,999,999,DC
1,41,1310,-95.013,29.1571,-362.5228,1.3173,999,0.0819,999,999,DT
1,41,1310,-95.0127,29.1567,-315.9013,0.37,0.0275,999,46.6215,0.0203,SL
1,41,1311,999,999,999,999,999,999,999,999,DC
1,41,1311,999,999,999,999,999,999,999,999,DT
1,41,1311,-95.0127,29.1568,-315.606,0.37,0.025,999,999,999,SL
1,41,1312,-95.013,29.1574,-390.0228,4.0865,999,0.4134,999,999,DC
1,41,1312,-95.0129,29.1572,-362.5228,1.4156,999,0.1157,999,999,DT
1,41,1312,-95.0126,29.1568,-314.855,0.37,0.0136,999,47.6678,0.0219,SL
1,41,1313,999,999,999,999,999,999,999,999,DC
1,41,1313,999,999,999,999,999,999,999,999,DT
1,41,1313,-95.0125,29.1569,-314.0617,0.37,0.0059,999,999,999,SL
1,41,1314,999,999,999,999,999,999,999,999,DC
1,41,1314,999,999,999,999,999,999,999,999,DT
1,41,1314,-95.0124,29.1569,-313.1597,0.37,0.0374,999,999,999,SL
1,41,1315,999,999,999,999,999,999,999,999,DC
1,41,1315,999,999,999,999,999,999,999,999,DT
1,41,1315,-95.0123,29.157,-312.3051,0.37,0.0342,999,999,999,SL
1,41,1316,999,999,999,999,999,999,999,999,DC
1,41,1316,999,999,999,999,999,999,999,999,DT
1,41,1316,-95.0122,29.157,-311.9177,0.37,0.0356,999,999,999,SL
1,41,1317,999,999,999,999,999,999,999,999,DC
1,41,1317,999,999,999,999,999,999,999,999,DT
1,41,1317,-95.0121,29.1571,-311.8169,0.37,0.0354,999,999,999,SL
1,41,1318,-95.0125,29.1576,-382.5228,3.4531,999,0.1808,999,999,DC
1,41,1318,-95.0124,29.1575,-361.2728,1.6789,999,0.3364,999,999,DT
1,41,1318,-95.0121,29.1571,-312.0775,0.37,0.0413,999,49.1953,0.0266,SL
1,41,1319,-95.0124,29.1577,-382.5228,3.5431,999,0.3173,999,999,DC
1,41,1319,-95.0123,29.1575,-361.2728,1.6723,999,0.5653,999,999,DT
1,41,1319,-95.012,29.1572,-313.0997,0.37,0.0451,999,48.1731,0.027,SL
1,41,1320,999,999,999,999,999,999,999,999,DC
1,41,1320,999,999,999,999,999,999,999,999,DT
1,41,1320,-95.0119,29.1572,-314.6405,0.37,0.0259,999,999,999,SL
1,41,1321,-95.0122,29.1578,-382.5228,3.4203,999,0.2326,999,999,DC
1,41,1321,-95.0121,29.1577,-363.7728,1.8315,999,0.1911,999,999,DT
1,41,1321,-95.0118,29.1573,-315.6088,0.37,0.0338,999,48.164,0.0303,SL
1,41,1322,999,999,999,999,999,999,999,999,DC
1,41,1322,999,999,999,999,999,999,999,999,DT
1,41,1322,-95.0117,29.1574,-315.6451,0.37,0.0216,999,999,999,SL
1,41,1323,-95.0121,29.1579,-385.0228,3.436,999,0.1167,999,999,DC
1,41,1323,-95.012,29.1578,-363.7728,1.7815,999,0.2,999,999,DT
1,41,1323,-95.0117,29.1574,-315.0134,0.37,0.0098,999,48.7594,0.0289,SL
1,41,1324,-95.012,29.158,-382.5228,3.3888,999,0.0795,999,999,DC
1,41,1324,-95.0119,29.1578,-363.7728,1.7526,999,0.233,999,999,DT
1,41,1324,-95.0116,29.1575,-314.7518,0.37,0.0081,999,49.021,0.0282,SL
1,41,1325,-95.0119,29.158,-382.5228,3.4275,999,0.0971,999,999,DC
1,41,1325,-95.0118,29.1579,-366.2728,1.9408,999,0.1631,999,999,DT
1,41,1325,-95.0115,29.1575,-315.1969,0.37,0.0227,999,51.0759,0.0308,SL
1,41,1326,-95.0118,29.1581,-382.5228,3.4644,999,0.2222,999,999,DC
1,41,1326,-95.0117,29.1579,-366.2728,1.9286,999,0.1855,999,999,DT
1,41,1326,-95.0114,29.1576,-315.9432,0.37,0.0189,999,50.3296,0.031,SL
1,41,1327,-95.0117,29.1581,-382.5228,3.42,999,0.2872,999,999,DC
1,41,1327,-95.0116,29.158,-366.2728,2.014,999,0.1274,999,999,DT
1,41,1327,-95.0113,29.1576,-317.5,0.37,0.0299,999,48.7728,0.0337,SL
1,41,1328,-95.0116,29.1582,-382.5228,3.1702,999,0.2359,999,999,DC
1,41,1328,-95.0115,29.158,-363.7728,1.9139,999,0.1267,999,999,DT
1,41,1328,-95.0113,29.1577,-318.6176,0.37,0.0643,999,45.1552,0.0342,SL
1,41,1329,999,999,999,999,999,999,999,999,DC
1,41,1329,999,999,999,999,999,999,999,999,DT
1,41,1329,-95.0112,29.1577,-318.0738,0.37,0.0584,999,999,999,SL
1,41,1330,999,999,999,999,999,999,999,999,DC
1,41,1330,999,999,999,999,999,999,999,999,DT
1,41,1330,-95.0111,29.1578,-316.3173,0.37,0.0578,999,999,999,SL
1,41,1331,999,999,999,999,999,999,999,999,DC
1,41,1331,999,999,999,999,999,999,999,999,DT
1,41,1331,-95.011,29.1578,-314.8993,0.37,0.0368,999,999,999,SL
1,41,1332,999,999,999,999,999,999,999,999,DC
1,41,1332,999,999,999,999,999,999,999,999,DT
1,41,1332,-95.0109,29.1579,-314.3846,0.37,0.0316,999,999,999,SL
1,41,1333,999,999,999,999,999,999,999,999,DC
1,41,1333,999,999,999,999,999,999,999,999,DT
1,41,1333,-95.0108,29.1579,-314.653,0.37,0.0243,999,999,999,SL
1,41,1334,999,999,999,999,999,999,999,999,DC
1,41,1334,999,999,999,999,999,999,999,999,DT
1,41,1334,-95.0107,29.158,-315.0559,0.37,0.0161,999,999,999,SL
1,41,1335,999,999,999,999,999,999,999,999,DC
1,41,1335,999,999,999,999,999,999,999,999,DT
1,41,1335,-95.0107,29.158,-314.904,0.37,0.0153,999,999,999,SL
1,41,1336,999,999,999,999,999,999,999,999,DC
1,41,1336,999,999,999,999,999,999,999,999,DT
1,41,1336,-95.0106,29.1581,-313.9237,0.37,0.0281,999,999,999,SL
1,41,1337,999,999,999,999,999,999,999,999,DC
1,41,1337,999,999,999,999,999,999,999,999,DT
1,41,1337,-95.0105,29.1581,-312.6819,0.37,0.0249,999,999,999,SL
1,41,1338,999,999,999,999,999,999,999,999,DC
1,41,1338,999,999,999,999,999,999,999,999,DT
1,41,1338,-95.0104,29.1582,-311.853,0.37,0.0297,999,999,999,SL
1,41,1339,-95.0107,29.1587,-382.5228,3.1354,999,0.3018,999,999,DC
1,41,1339,-95.0106,29.1586,-361.2728,1.7715,999,0.1779,999,999,DT
1,41,1339,-95.0103,29.1582,-311.8987,0.37,0.033,999,49.3741,0.0284,SL
1,41,1340,-95.0106,29.1588,-380.0228,2.9427,999,0.2148,999,999,DC
1,41,1340,-95.0105,29.1586,-356.2728,1.7371,999,0.1838,999,999,DT
1,41,1340,-95.0102,29.1583,-312.5794,0.37,0.0411,999,43.6934,0.0313,SL
1,41,1341,-95.0105,29.1587,-365.0228,2.6959,999,0.414,999,999,DC
1,41,1341,-95.0104,29.1586,-353.7728,1.7459,999,0.2626,999,999,DT
1,41,1341,-95.0101,29.1583,-312.7252,0.37,0.0432,999,41.0476,0.0335,SL
1,41,1342,-95.0104,29.1588,-365.0228,3.0358,999,0.407,999,999,DC
1,41,1342,-95.0103,29.1587,-353.7728,1.8225,999,0.2079,999,999,DT
1,41,1342,-95.0101,29.1584,-312.1169,0.37,0.0431,999,41.6559,0.0349,SL
1,41,1343,-95.0103,29.1588,-365.0228,3.2374,999,0.4205,999,999,DC
1,41,1343,-95.0102,29.1587,-353.7728,1.9059,999,0.2719,999,999,DT
1,41,1343,-95.01,29.1584,-311.841,0.37,0.047,999,41.9318,0.0366,SL
1,41,1344,-95.0102,29.1589,-365.0228,3.3345,999,0.3795,999,999,DC
1,41,1344,-95.0102,29.1588,-358.7728,2.2096,999,0.3476,999,999,DT
1,41,1344,-95.0099,29.1585,-310.5661,0.37,0.0197,999,48.2067,0.0382,SL
1,41,1345,-95.0101,29.1589,-365.0228,3.4112,999,0.3698,999,999,DC
1,41,1345,-95.0101,29.1589,-358.7728,2.0402,999,0.4015,999,999,DT
1,41,1345,-95.0098,29.1585,-309.1635,0.37,0.0164,999,49.6093,0.0337,SL
1,41,1346,-95.01,29.159,-365.0228,3.4353,999,0.3708,999,999,DC
1,41,1346,-95.01,29.1589,-358.7728,1.9697,999,0.435,999,999,DT
1,41,1346,-95.0097,29.1586,-308.9901,0.37,0.0154,999,49.7827,0.0321,SL
1,41,1347,-95.01,29.159,-365.0228,3.3866,999,0.3891,999,999,DC
1,41,1347,-95.0099,29.159,-358.7728,2.0334,999,0.4562,999,999,DT
1,41,1347,-95.0096,29.1586,-309.5336,0.37,0.0027,999,49.2392,0.0338,SL
1,41,1348,-95.0099,29.1591,-365.0228,3.4767,999,0.3777,999,999,DC
1,41,1348,-95.0098,29.159,-356.2728,2.1282,999,0.4629,999,999,DT
1,41,1348,-95.0095,29.1587,-309.9311,0.37,0.0076,999,46.3417,0.0379,SL
1,41,1349,-95.0098,29.1591,-365.0228,3.6044,999,0.4073,999,999,DC
1,41,1349,-95.0097,29.159,-348.7728,1.717,999,0.3754,999,999,DT
1,41,1349,-95.0095,29.1587,-309.8847,0.37,0.0023,999,38.8881,0.0346,SL
1,41,1350,999,999,999,999,999,999,999,999,DC
1,41,1350,999,999,999,999,999,999,999,999,DT
1,41,1350,-95.0094,29.1588,-309.2618,0.37,0.0212,999,999,999,SL
1,41,1351,-95.0096,29.1592,-362.5228,3.7119,999,0.4518,999,999,DC
1,41,1351,-95.0095,29.1591,-348.7728,1.7228,999,0.3798,999,999,DT
1,41,1351,-95.0093,29.1588,-308.0184,0.37,0.0002,999,40.7544,0.0332,SL
1,41,1352,999,999,999,999,999,999,999,999,DC
1,41,1352,999,999,999,999,999,999,999,999,DT
1,41,1352,-95.0092,29.1589,-306.9214,0.37,0.0024,999,999,999,SL
1,41,1353,-95.0094,29.1593,-362.5228,3.7337,999,0.3413,999,999,DC
1,41,1353,-95.0093,29.1592,-342.5228,1.3567,999,0.0639,999,999,DT
1,41,1353,-95.0091,29.1589,-306.5836,0.37,0.0063,999,35.9392,0.0275,SL
1,41,1354,-95.0094,29.1594,-362.5228,3.6312,999,0.3932,999,999,DC
1,41,1354,-95.0093,29.1593,-348.7728,1.7459,999,0.2009,999,999,DT
1,41,1354,-95.009,29.159,-306.7673,0.37,0.0082,999,42.0056,0.0328,SL
1,41,1355,999,999,999,999,999,999,999,999,DC
1,41,1355,999,999,999,999,999,999,999,999,DT
1,41,1355,-95.0089,29.159,-307.3224,0.37,0.0052,999,999,999,SL
1,41,1356,-95.0092,29.1595,-360.0228,3.4327,999,0.4955,999,999,DC
1,41,1356,-95.0091,29.1594,-353.7728,2.203,999,0.5506,999,999,DT
1,41,1356,-95.0089,29.1591,-307.6824,0.37,0.0015,999,46.0904,0.0398,SL
1,41,1357,-95.0091,29.1595,-360.0228,3.591,999,0.4183,999,999,DC
1,41,1357,-95.0091,29.1595,-353.7728,2.3259,999,0.4872,999,999,DT
1,41,1357,-95.0088,29.1592,-307.7551,0.37,0.0015,999,46.0177,0.0425,SL
1,41,1358,999,999,999,999,999,999,999,999,DC
1,41,1358,999,999,999,999,999,999,999,999,DT
1,41,1358,-95.0087,29.1592,-307.3836,0.37,0.0185,999,999,999,SL
1,41,1359,-95.0089,29.1596,-360.0228,3.3407,999,0.4609,999,999,DC
1,41,1359,-95.0089,29.1596,-353.7728,1.9433,999,0.4826,999,999,DT
1,41,1359,-95.0086,29.1592,-306.6895,0.37,0.0171,999,47.0833,0.0334,SL
1,41,1360,999,999,999,999,999,999,999,999,DC
1,41,1360,999,999,999,999,999,999,999,999,DT
1,41,1360,-95.0085,29.1593,-306.3301,0.37,0.0071,999,999,999,SL
1,41,1361,999,999,999,999,999,999,999,999,DC
1,41,1361,999,999,999,999,999,999,999,999,DT
1,41,1361,-95.0084,29.1594,-306.3524,0.37,0.0054,999,999,999,SL
1,41,1362,999,999,999,999,999,999,999,999,DC
1,41,1362,999,999,999,999,999,999,999,999,DT
1,41,1362,-95.0084,29.1594,-306.5123,0.37,0.0023,999,999,999,SL
1,41,1363,-95.0086,29.1598,-360.0228,3.402,999,0.3403,999,999,DC
1,41,1363,-95.0085,29.1598,-351.2728,1.9835,999,0.5162,999,999,DT
1,41,1363,-95.0083,29.1595,-306.7041,0.37,0.0042,999,44.5687,0.0362,SL
1,41,1364,-95.0085,29.1599,-360.0228,3.3089,999,0.3914,999,999,DC
1,41,1364,-95.0085,29.1598,-351.2728,2.0065,999,0.4416,999,999,DT
1,41,1364,-95.0082,29.1595,-306.8403,0.37,0.0115,999,44.4325,0.0368,SL
1,41,1365,999,999,999,999,999,999,999,999,DC
1,41,1365,999,999,999,999,999,999,999,999,DT
1,41,1365,-95.0081,29.1596,-306.8853,0.37,0.0061,999,999,999,SL
1,41,1366,-95.0083,29.16,-360.0228,3.5226,999,0.3576,999,999,DC
1,41,1366,-95.0083,29.1599,-351.2728,2.0319,999,0.6527,999,999,DT
1,41,1366,-95.008,29.1596,-306.5878,0.37,0.0092,999,44.685,0.0372,SL
1,41,1367,-95.0083,29.1601,-360.0228,3.469,999,0.4407,999,999,DC
1,41,1367,-95.0082,29.16,-351.2728,1.8316,999,0.6086,999,999,DT
1,41,1367,-95.0079,29.1597,-305.5526,0.37,0.0143,999,45.7202,0.032,SL
1,41,1368,-95.0082,29.1601,-360.0228,3.4081,999,0.4645,999,999,DC
1,41,1368,-95.0081,29.16,-351.2728,1.7786,999,0.5183,999,999,DT
1,41,1368,-95.0078,29.1597,-304.2282,0.37,0.0068,999,47.0446,0.0299,SL
1,41,1369,-95.0081,29.1602,-360.0228,3.4716,999,0.4015,999,999,DC
1,41,1369,-95.008,29.1601,-351.2728,1.9259,999,0.5212,999,999,DT
1,41,1369,-95.0078,29.1597,-302.8912,0.37,0.0151,999,48.3816,0.0322,SL
1,41,1370,-95.008,29.1602,-360.0228,3.599,999,0.3464,999,999,DC
1,41,1370,-95.008,29.1602,-351.2728,1.9283,999,0.5777,999,999,DT
1,41,1370,-95.0077,29.1598,-301.7947,0.37,0.0158,999,49.4781,0.0315,SL
1,41,1371,999,999,999,999,999,999,999,999,DC
1,41,1371,999,999,999,999,999,999,999,999,DT
1,41,1371,-95.0076,29.1598,-301.3597,0.37,0.0261,999,999,999,SL
1,41,1372,-95.0078,29.1603,-360.0228,3.7503,999,0.3119,999,999,DC
1,41,1372,-95.0078,29.1603,-351.2728,2.0979,999,0.4882,999,999,DT
1,41,1372,-95.0075,29.1599,-301.5963,0.37,0.0531,999,49.6765,0.0348,SL
1,41,1373,-95.0078,29.1604,-360.0228,3.7949,999,0.2466,999,999,DC
1,41,1373,-95.0077,29.1603,-346.2728,1.8426,999,0.2237,999,999,DT
1,41,1373,-95.0074,29.16,-302.4129,0.37,0.0616,999,43.8599,0.0336,SL
1,41,1374,999,999,999,999,999,999,999,999,DC
1,41,1374,999,999,999,999,999,999,999,999,DT
1,41,1374,-95.0073,29.16,-303.6042,0.37,0.0022,999,999,999,SL
1,41,1375,999,999,999,999,999,999,999,999,DC
1,41,1375,999,999,999,999,999,999,999,999,DT
1,41,1375,-95.0073,29.1601,-304.0624,0.37,0.0017,999,999,999,SL
1,41,1376,-95.0075,29.1605,-357.5228,3.3134,999,0.4075,999,999,DC
1,41,1376,-95.0074,29.1605,-348.7728,2.1355,999,0.4337,999,999,DT
1,41,1376,-95.0072,29.1601,-304.0175,0.37,0.0024,999,44.7553,0.0394,SL
1,41,1377,999,999,999,999,999,999,999,999,DC
1,41,1377,999,999,999,999,999,999,999,999,DT
1,41,1377,-95.0071,29.1602,-303.9519,0.37,0.0097,999,999,999,SL
1,41,1378,999,999,999,999,999,999,999,999,DC
1,41,1378,999,999,999,999,999,999,999,999,DT
1,41,1378,-95.007,29.1602,-303.8767,0.37,0.0155,999,999,999,SL
1,41,1379,-95.0072,29.1607,-355.0228,3.4456,999,0.3763,999,999,DC
1,41,1379,-95.0072,29.1606,-346.2728,1.9185,999,0.6911,999,999,DT
1,41,1379,-95.0069,29.1603,-303.5513,0.37,0.0043,999,42.7215,0.0362,SL
1,41,1380,-95.0071,29.1607,-352.5228,3.5775,999,0.3577,999,999,DC
1,41,1380,-95.0071,29.1606,-346.2728,2.2346,999,0.5784,999,999,DT
1,41,1380,-95.0068,29.1603,-303.24,0.37,0.0215,999,43.0328,0.0433,SL
1,41,1381,-95.0071,29.1607,-352.5228,3.6593,999,0.2343,999,999,DC
1,41,1381,-95.007,29.1607,-343.7728,2.0739,999,0.4792,999,999,DT
1,41,1381,-95.0068,29.1604,-303.0937,0.37,0.0337,999,40.6791,0.0419,SL
1,41,1382,-95.007,29.1608,-352.5228,3.5131,999,0.379,999,999,DC
1,41,1382,-95.0069,29.1607,-343.7728,2.039,999,0.4945,999,999,DT
1,41,1382,-95.0067,29.1604,-303.072,0.37,0.0326,999,40.7008,0.041,SL
1,41,1383,-95.0069,29.1609,-352.5228,3.3825,999,0.4867,999,999,DC
1,41,1383,-95.0068,29.1608,-343.7728,1.9839,999,0.4148,999,999,DT
1,41,1383,-95.0066,29.1605,-303.3523,0.37,0.0321,999,40.4205,0.0399,SL
1,41,1384,999,999,999,999,999,999,999,999,DC
1,41,1384,999,999,999,999,999,999,999,999,DT
1,41,1384,-95.0065,29.1605,-303.9696,0.37,0.0203,999,999,999,SL
1,41,1385,999,999,999,999,999,999,999,999,DC
1,41,1385,999,999,999,999,999,999,999,999,DT
1,41,1385,-95.0064,29.1606,-304.374,0.37,0.0099,999,999,999,SL
1,41,1386,999,999,999,999,999,999,999,999,DC
1,41,1386,999,999,999,999,999,999,999,999,DT
1,41,1386,-95.0063,29.1607,-304.3739,0.37,0.0072,999,999,999,SL
1,41,1387,999,999,999,999,999,999,999,999,DC
1,41,1387,999,999,999,999,999,999,999,999,DT
1,41,1387,-95.0063,29.1607,-304.0298,0.37,0.0245,999,999,999,SL
1,41,1388,-95.0065,29.1611,-355.0228,3.1958,999,0.3518,999,999,DC
1,41,1388,-95.0064,29.161,-336.2728,1.4461,999,0.2157,999,999,DT
1,41,1388,-95.0062,29.1608,-303.1189,0.37,0.0089,999,33.1539,0.0325,SL
1,41,1389,999,999,999,999,999,999,999,999,DC
1,41,1389,999,999,999,999,999,999,999,999,DT
1,41,1389,-95.0061,29.1608,-301.9817,0.37,0.0019,999,999,999,SL
1,41,1390,-95.0063,29.1612,-355.0228,3.3073,999,0.3287,999,999,DC
1,41,1390,-95.0063,29.1612,-343.7728,1.8152,999,0.3221,999,999,DT
1,41,1390,-95.006,29.1608,-300.9928,0.37,0.0025,999,42.78,0.0338,SL
1,41,1391,-95.0062,29.1613,-355.0228,3.3522,999,0.2901,999,999,DC
1,41,1391,-95.0062,29.1612,-346.2728,1.8812,999,0.4876,999,999,DT
1,41,1391,-95.0059,29.1609,-300.5489,0.37,0.0045,999,45.7239,0.0331,SL
1,41,1392,999,999,999,999,999,999,999,999,DC
1,41,1392,999,999,999,999,999,999,999,999,DT
1,41,1392,-95.0058,29.1609,-300.9646,0.37,0.0191,999,999,999,SL
1,41,1393,-95.0061,29.1614,-355.0228,3.2036,999,0.3992,999,999,DC
1,41,1393,-95.006,29.1614,-348.7728,2.0763,999,0.4448,999,999,DT
1,41,1393,-95.0057,29.161,-301.6094,0.37,0.0048,999,47.1634,0.0362,SL
1,41,1394,-95.006,29.1615,-355.0228,3.2541,999,0.4303,999,999,DC
1,41,1394,-95.0059,29.1614,-341.2728,1.7838,999,0.2277,999,999,DT
1,41,1394,-95.0057,29.1611,-301.9623,0.37,0.0085,999,39.3105,0.036,SL
1,41,1395,999,999,999,999,999,999,999,999,DC
1,41,1395,999,999,999,999,999,999,999,999,DT
1,41,1395,-95.0056,29.1611,-301.8428,0.37,0.0134,999,999,999,SL
